ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1620804042258808841,2023-02-02_00:19:31,@mukasa0875 ゆうくんさん、初めまして。5万フォロワーの方からいいねを頂き、喜んでます！ぜひ今後ともよろしくお願いします😊,0,0,1570168012971577344,matsu_rental,まつもと社長｜何でも相談できる経営者,起業して創業15周年｜マンション100棟3000戸つくった｜15年間のパニック障害を克服｜夢がある人や悩める人のマインドセットに役立つ発信｜起業支援で保育園を共同経営｜投資家｜明大ラグビー部→NZラグビー留学｜おっさんレンタルNo.1→NHK出演｜娘大好きパパ｜還暦記念にスタートアップやります!!メンバー募集中🍀,1106,1218,2022-09-15_06:50:18,False,http://pbs.twimg.com/profile_images/1570171033164066816/YkL3KF5y_normal.jpg,,
1620804034180579333,2023-02-02_00:19:29,"RT @lag_rin_10th: 【キャンペーン】
フォロワー1,000人突破記念㊗

3/19上映会🎥にもご登壇の
🟢京乃まどか役 #石原夏織 さん
🔵ラン役 #瀬戸麻沙美 さん
🟠ムギナミ役 #茅野愛衣 さん
📀サイン入りBlu-ray BOX
✨3名様プレゼント✨

参…",0,1882,988566095652052992,TKch_youtube,通称TK,"様々なゲームをやります。youtubeで配信・動画投稿してます。
2020年９月現在　プレイ中ゲーム
・ガンダムマキシブーストON
・スターデューバレー
・VALORANT",227,94,2018-04-24_08:51:38,False,http://pbs.twimg.com/profile_images/1469251162515849224/Bkz1WrcR_normal.jpg,,https://t.co/U4PH9PB4SI
1620804032976818179,2023-02-02_00:19:29,"RT @K0NPE110_: •.\  📣ザオラルさん応援☺︎🤍  /.•
フォロワー33333人まであと少し✨

🤍500🅿︎ × 01 名様へ

☑︎ザオラルさん@zaoral2nd のFollow
☑︎この投稿のRetweet〖 引用取得 〗

02/02  23:00…",0,859,1181946336528125952,yuu777_okom,固②🎁めろめろ界隈代表♥️めろめろぱーんち✊お米っちょ♥️,♥️めろめろ界隈代表♥️めろめろぱーんち♥️💛ぽた🫂💕@Pota_2nd 💛♥️私の理解者@ClWataru ♥️@kadukisama♥️私の見守り役@mayo5040♥️#お米マン当選報告 ♥️ #お米からどうぞ ←🎁した時に♥️#コバさんず #ゼフfam #𝓽𝓮𝓪𝓶色恋軍団 ポケカ集めてます😍,7505,12546,2019-10-09_23:55:54,False,http://pbs.twimg.com/profile_images/1618279872861966338/p2zyDL6O_normal.jpg,,https://t.co/d0jNMBQsXn
1620804031865307141,2023-02-02_00:19:28,"RT @iisia: Giving the People Hope and Future
［明るい］日本の未来を想像する。

これを機に
世界で一つだけの、シンクタンク、
@iisiaを知ろう！

✔参加方法
@iisiaをフォロー

✔抽選方法
フォロワーさんの中から1名様に…",0,771,1255423791209099267,48UvSHD2imewzwn,ゆう,仙台裏,373,192,2020-04-29_18:08:59,False,http://pbs.twimg.com/profile_images/1460869469497344001/CN9y8Qno_normal.jpg,,
1620804022381998081,2023-02-02_00:19:26,"RT @lag_rin_10th: 【キャンペーン】
フォロワー1,000人突破記念㊗

3/19上映会🎥にもご登壇の
🟢京乃まどか役 #石原夏織 さん
🔵ラン役 #瀬戸麻沙美 さん
🟠ムギナミ役 #茅野愛衣 さん
📀サイン入りBlu-ray BOX
✨3名様プレゼント✨

参…",0,1882,1026782537010401280,shunsuk88236246,shunsuke,"ラーメンが好き過ぎていろいろ巡ってます！
主に茨城がメインです☆
ラーメン好きな方々よろしくお願いしますm(__)m
無言フォロー失礼します...
気軽にフォローしてくださいね♪",301,262,2018-08-07_19:50:08,False,http://pbs.twimg.com/profile_images/1080736905346469888/A_GwOTNG_normal.jpg,,
1620804015872434177,2023-02-02_00:19:25,"RT @NekoooFF159: ㊗️オペラオムニア6周年〜‼️🥳🥳🥳
オペオムのおかげで大好きだった彼らとまた出会えて冒険出来て夢の続きが見れた。そして素敵なフォロワーさん達とも繋がることができた。本当にありがとう。
「ボクたちの旅」はまだまだ続く🥰
#オペオム6周年 htt…",0,770,468065944,NovaEllisBextor,Ismael,,279,23,2012-01-19_13:15:32,False,http://pbs.twimg.com/profile_images/1603155185764896774/z8Qk384Q_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1620804012818984960,2023-02-02_00:19:24,SNSは投稿増やすのがフォロワー増やす常套手段でっせ、SixTONESさん。ストーリーでもいいですが、ぜひそれもアーカイブで貯めてみたらいかがでしょう。,4,0,1421854194059726849,salt_sixvote,そるとんたん@vote兼実況垢,苺朝食MVで沼にズドン。箱推しと思っていますが、こりゃ🦔の沼に肩まで浸かってます。同形態のCDを積む余裕はないけど、ツイ廃ではあるのでvote垢兼実況垢作りました。普通にSixTONESについて呟きます。無言フォロー失礼しますし大歓迎です。アイコンヘッダーは自作。現在低浮上のFA垢は@Saltontan_STan,319,282,2021-08-02_00:23:59,False,http://pbs.twimg.com/profile_images/1601917560240230400/QYyECmmZ_normal.png,,
1620804008926670850,2023-02-02_00:19:23,"RT @lag_rin_10th: 【キャンペーン】
フォロワー1,000人突破記念㊗

3/19上映会🎥にもご登壇の
🟢京乃まどか役 #石原夏織 さん
🔵ラン役 #瀬戸麻沙美 さん
🟠ムギナミ役 #茅野愛衣 さん
📀サイン入りBlu-ray BOX
✨3名様プレゼント✨

参…",0,1882,896898893388038144,Riamaka7,Riamaka,power,650,597,2017-08-14_09:58:54,False,http://pbs.twimg.com/profile_images/1602763514854408192/4nHVrS83_normal.jpg,,
1620804007437676545,2023-02-02_00:19:23,"RT @yukinouta0217: #こころの風景家族のおえかき

『全フォロワーさんへ』🤝『草木も眠る丑三つ時』🤝『裏京都』(タイトル)🤝『夢弥』(作家さん)

『蝋燭🕯️』🤝『裏代表“雪花🌸が誘(いざな)います”』🤝(ーωー)🤝『🕯️』🤝『地元の本屋さんで出逢った本です視…",0,1,838771683905302529,yukinouta0217,雪天歌号(笑)(〃´ー｀人´ー｀〃)@ガチ勢オタクは🐰人外に昇格💕時々👹🐰🌸🐡⚡(笑),"雪歌は7歳の時、性被害にPTSD&解離性同一性障害&うつ病/手帳2級/
今までありがとうございました(〃´ー｀人´ー｀〃)
2022年12月21日雪歌&そら&ゆきより✨2022年12月22日に雪天歌「号」に改名🐰最推し水樹奈々さん💕神楽舞妓🎶女王😊声優さん🐥殿堂作品カルラ舞う✌リリカルなのは⚡シンフォギア⚔️",965,234,2017-03-07_00:22:07,False,http://pbs.twimg.com/profile_images/1611054272116060160/shASakFJ_normal.jpg,,
1620803999699185664,2023-02-02_00:19:21,"RT @QXeldD8xfB5c7qZ: 懸賞仲間募集中です😘

フォロワー1000人達成しました👏
次は2000人目標です✨

🎀懸賞仲間さん募集
🎀懸賞仲間と繋がりたい
🎀フォロバ100
🎀無言フォロー大歓迎

無言フォロー大歓迎💓
固定ツイートのRTお返しいきます🎵
 #…",0,410,4768968194,marunn11,まーる,息子(5歳).娘(3歳).👨.家族ᴸᴼᵛᴱ⸜❤︎⸝ ┊コスメ💄┊美容┊ファッション୨୧┊カフェ☕︎┊アニメ┊ポケモン┊フットサル┊パン・お菓子作り🍞┊食べる事𓌉𓇋が大好きな30代主婦のアカウントです🍀同じ趣味の方仲良くして下さい٭･* ◡̈♡#まーる弁当記録  #まーるレポ  #まーる当選報告,11637,10761,2016-01-17_00:15:30,False,http://pbs.twimg.com/profile_images/1615822545403674625/vYxKvkzY_normal.png,,
1620803959442276357,2023-02-02_00:19:11,"RT @you10_0809: 1月も終わるし、フォロワーさん整理させていただこうと思います。
・公式から許可が出てない画像をアイコン・ヘッダーにしている方
・使用の許可が降りてない自分以外の方が掻いたイラストをアイコン・ヘッダーにしている方
・お仲間（腐）なのか不明な方
はブ…",0,1,4847850144,you10_0809,優柔,成人済腐。雑多に呟く。ヘッダとアイコンはもちこさん【@osmt_omt 】作です。フォロー前にプロフカード見てくださいな。,216,365,2016-02-02_15:00:17,False,http://pbs.twimg.com/profile_images/1591580825480728576/A00eNJHD_normal.jpg,http://abs.twimg.com/images/themes/theme18/bg.gif,https://t.co/GbKrIC297n
1620803953649938433,2023-02-02_00:19:10,"RT @lag_rin_10th: 【キャンペーン】
フォロワー1,000人突破記念㊗

3/19上映会🎥にもご登壇の
🟢京乃まどか役 #石原夏織 さん
🔵ラン役 #瀬戸麻沙美 さん
🟠ムギナミ役 #茅野愛衣 さん
📀サイン入りBlu-ray BOX
✨3名様プレゼント✨

参…",0,1882,2944194654,araragi9101,阿良々木,"時間のある時はPCで漫画や絵を描いています
リクエストあれば描きます",148,36,2014-12-27_04:22:59,False,http://pbs.twimg.com/profile_images/1495794018625941506/0uNhPsNW_normal.jpg,http://abs.twimg.com/images/themes/theme18/bg.gif,
1620803953490546689,2023-02-02_00:19:10,"RT @K0NPE110_: •.\  📣ザオラルさん応援☺︎🤍  /.•
フォロワー33333人まであと少し✨

🤍500🅿︎ × 01 名様へ

☑︎ザオラルさん@zaoral2nd のFollow
☑︎この投稿のRetweet〖 引用取得 〗

02/02  23:00…",0,859,1319790359795281920,iichichigogo,ゆうゆう🐴🌽 🐴🌽🌟🌟🌟,ゆる～く懸賞楽しみたい❤️RT多いため非表示オススメ❤️懸賞初心者❤️無言フォロー失礼します❤️#懸賞仲間募集中❤️楽しい人大好きです❤️❤️#懸賞　❤️#ゆうゆうのハッピーアタリ❤️←当選報告は必ずさせていただきます❤️❤️❤️,4716,786,2020-10-24_08:59:34,False,http://pbs.twimg.com/profile_images/1447550013622534146/r3_30Oea_normal.jpg,,
1620803953318580225,2023-02-02_00:19:10,"RT @genki2124: カドオワ💪

＋18k

フォロワーさんが譲ってくださったアイムで勝てました🥹
間違いなく対象でしょう🎊

@gottuiar さん
ありがとうございました🙇‍♂️
また、ご一緒出来た時は宜しく
お願い致します🙇‍♂️

最後に👊✌️姐さんどうぞ👍…",0,1,1569704531377942528,FfBBBenMZZzBDYC,陽気新聞,年明け早々にプロフィールを、変えてみました！まだまだツィッターの使い方がなれない。よろしくお願いします！,1739,1548,2022-09-14_00:09:53,False,http://pbs.twimg.com/profile_images/1596306062058999808/uk9LkcvJ_normal.jpg,,
1620803930728058880,2023-02-02_00:19:04,"5スパレイド出たんでフォロワーさんやりたい人いたらまたやりましょー🙃

レイドパワーレベル2つけたら6スパになります🤤",0,0,1320730518472675328,wa70707070,わっぷる,スパイスレイド探して遊んでます🎃タイミング合えば一緒に周回やりましょー🤾✨,90,83,2020-10-26_23:14:48,False,http://pbs.twimg.com/profile_images/1608953801247195137/D7zoFWRa_normal.jpg,,
1620803923769696263,2023-02-02_00:19:03,"RT @lag_rin_10th: 【キャンペーン】
フォロワー1,000人突破記念㊗

3/19上映会🎥にもご登壇の
🟢京乃まどか役 #石原夏織 さん
🔵ラン役 #瀬戸麻沙美 さん
🟠ムギナミ役 #茅野愛衣 さん
📀サイン入りBlu-ray BOX
✨3名様プレゼント✨

参…",0,1882,1458343961387749376,hiroteakasuzuki,拾てアカ鈴木🦖,https://t.co/vTsA4nI7yL,161,119,2021-11-10_17:01:22,False,http://pbs.twimg.com/profile_images/1614722374548746241/yIzC17er_normal.jpg,,
1620803912625438728,2023-02-02_00:19:00,"RT @StazioneCLE: 昨今の夜行列車事情。記事の内容はフォロワーさんならだいたい知っているとは思うけど、写真はちょっとこだわった😊

ブルートレイン消滅の日本と何が違うのか？　欧州で「夜行列車」が増え続けるワケ | Merkmal https://t.co/cKCz…",0,19,419327810,34enr,柚月,奇跡が起きない男の物語。柚月沙希は俺の嫁。株と車とカメラとバファローズと。※当アカウントのいいねおよびリツイートは必ずしも賛同を示すものではありません。,731,793,2011-11-23_15:59:40,False,http://pbs.twimg.com/profile_images/1617336776158498817/it9wuJvf_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/Olk5ACjhT9
1620803903171497984,2023-02-02_00:18:58,最近フォロワーさんが増えてきて嬉しいです！今僕と繋がっている方でなんてお呼びすればいいのか正直分からないので教えて欲しいです！,3,0,1161963327158804480,Amikachan_1030,ひろさん「ヒーローひろ」@あみっ子🦄✨(こっそり永enn教👁‍🗨💋),僕の最推し 🦄✨ @amika429 🦄✨ あみかちゃんからのあだ名いただけた日10/17 #あみカキカキ こっそり永enn教👁‍🗨💋です。 #お願いenn様見て聞いて,91,120,2019-08-15_20:30:20,False,http://pbs.twimg.com/profile_images/1616711257368977408/qBSfeJB5_normal.jpg,,https://t.co/hcF5tLiQRR
1620803902395535365,2023-02-02_00:18:58,@yukarina1102 フォロワーさんのおかげでめでたく爆誕いたしました！！かわいがります！！！,1,0,962296129298640897,901480wire,色違いタンパク犬(減量中),ヨノワさんと口がでかい人面獣と筋肉とﾁﾞﾜﾜとその他生き物etc. /主人公受け推し攻め固定微腐&夢/20↑/自我ツイ・RT多/ヘッダーはヤツメ様・アイコンはRoR様より🙏⚠ADHD・ASD手帳３級要自衛,325,923,2018-02-10_21:04:10,False,http://pbs.twimg.com/profile_images/1594638102177665024/Y6wSQnPO_normal.jpg,,https://t.co/fDW9iqdHgP
1620803895563026433,2023-02-02_00:18:56,"RT @fujimoto_sakura: フォロワーさんの推しリク10

「東京エイリアンズ」より

雨宮零士

あれです前回あんだけ緊張してガクガクして描いたのにまたしても東エリをリクエストしてくるフォロワーさん達はドSなんだなって事が良く分かりました

おやすみなさい😪…",0,512,1380725554731610115,haruka98936134,miyuもも,,595,11,2021-04-10_12:33:35,False,http://pbs.twimg.com/profile_images/1594987109710188546/mTcrI0q9_normal.jpg,,
1620803891863629824,2023-02-02_00:18:55,"@mochipapa40 サブ垢の方ではフォロワーさんと交流とかしかしてないんですかー？
情報収集メイン？😳",2,0,1429797098010988553,twlovecouple,ゆきの⛄台湾好きレバレッジOL🇹🇼,凡人OL丨“積立投資は退屈”を打破するアカウント丨🇺🇸指数の値動きを毎晩みんなで楽しく予想🎆丨休日はボケ多め😘ツッコミ大歓迎✋丨投資信託・ETF丨BTC・ETH等丨旅行好き(国内制覇済・アジア推し)丨🚙好き(ゲレンデ・ジムニー推し)丨チームひよのんNo.17丨リプ返99%丨誹謗中傷垢は即🙅丨ほか、固ツイ参照,499,10819,2021-08-23_22:26:15,False,http://pbs.twimg.com/profile_images/1616942533279612928/uF_Hw1aD_normal.jpg,,https://t.co/nc0NJydrGV
